NEHgov,Greenberg: Asks the panel to consider what NEH's failures are. #NEH50 #AHA2015
kos2,.@adelinekoh how articles in southeast articles struggle with balance between their own cultural values and those of British #AHA2015
amwhisnant,"Bernard: They focus on ""humanities-wide skill set"": writing, analysis, research, project mgt, indep & collab work. #s154 #aha2015 #altac"
ACLS1919,Rachel Bernard of ACLS: #publicfellows program signals to nonac employers AND academy that PhD has broad applicability #AHA2015 #s154
lucia_mcmahon,Covington:  Renaissance Quarterly publishes 130 reviews a quarter; most published by academic presses #AHA2015
VLVarin,Wasniewski- doing #publichistory gives you a more holistic view of history. The monograph does not reign supreme #s155 #AHA2015
ColdWarScience,Kudos to Covington for discussing this topic with some humor: breath of fresh air at #AHA2015. #s175
lori_flori,"McCarren called himself the ""lone wolf of Congress"" bc he was not afraid to go against his own party. #AHA2015"
monicalmercado,How could @tamikaricheson cover more space? Scholars Lab at UVA suggested @omeka/neatline to her #aha2015 #s159
NEHgov,Grossman: NEH has failed to establish a national constituency for the humanities. #NEH50 #AHA2015
wcaleb,"@ProfessMoravec @historying But in both transnational & DH, rhetoric needed to win disciplinary recognition, grants, resources + #aha2015"
MickiKaufman,RT @monicalmercado: How could @tamikaricheson cover more space? Scholars Lab at UVA suggested @omeka/neatline to her #aha2015 #s159 @clured
FionaCosson,"Hey #AHA2015, fancy a trip to Europe in June? Come on down! Unofficial Histories Call for Participation 2015 http://wp.me/P1Oj1D-jF»_"
mauracunningham,Sarah Covington first panelist of the three who've spoken so far to mention @LAReviewofBooks as a fresh new voice in reviewing. #AHA2015
kos2,how interest in topics such as sports reveal a coded language adopting British values of manliness & restraint #AHA2015
VLVarin,Wasniewski- we are the ones that build the building blocks so that other historians can study our institution #s155 #AHA2015
NEHgov,Grossman: NEH took too long to bring together academic and public humanities. How they can work closer together. #NEH50 #AHA2015
NEHgov,Grossman: Admits that he's not sure how NEH might have accomplished those things. #NEH50 #AHA2015
sgahistory,"Great podcast on DH, digital history, and data viz - __£The First Draft Podcast__Ñ http://www.firstdraftpodcast.com»_ @profjuliette @firstdraftcast #aha2015"
VLVarin,#s155 now moving to discussion #AHA2015
BenjaminEPark,"Covington: have accumulated a ""black list"" of academic reviewers who never turn in their review. #AHA2015 #seemslegit"
JulieREnszer,@tamikaricheson beautiful evokes the period in her presentation. If her diss is as beautiful as this presentation will b great bk  #AHA2015
kos2,Now comes Lauren Tilton @ Yale - Looking past the written word: Digital scholarship and the representation of knowledge #AHA2015
PlateMigration,Power to the Public Historian !  #AHA2015 #oralhistory #federalhistorian #sju15
NEHgov,"Burns: Doesn't see lack of awareness of humanities as NEH's fault, but failing of American culture. #NEH50 #AHA2015"
kos2,how does the digital impact scholarship when we assume our work is not just about the past but also the present? #AHA2015
VLVarin,"Bramwell- no one took a class to be a federal historian. We just took a different career path, I just answered opportunities #AHA2015 #s155"
seeksanusername,"Pr les curieux #DH, petite s_ülection des sessions __ suivre lors des #AHA2015"
Brockmann_S,"Rawson linking Kepler, natural philosophy and colonial history in history of humans imagining the moon with earth analogies #AHA2015"
melanienewport,.@anne_e_parsons: fear of crimes committed by people released from mental hospitals made it difficult for them to be released #s174 #AHA2015
monicalmercado,"MT @_normaj: representation of space, control, and surveillance of black women; also puts them as part of the landscape #s159 #aha2015"
wcaleb,"@ProfessMoravec @historying ... diff from rhetoric to make new scholarly arg. Worth noting diff, but doesn't mean one bad. - #AHA2015"
NEHgov,Burns: Should the state be involved in the business of supporting culture? No unity on that issue. #NEH50 #AHA2015
mauracunningham,Yes! Tired of carrying my coat MT @ProfessMoravec: Hilton wants $5 coat check. New funding model I pay for room by charging $1? #AHA2015
KathrynTomasek,.@adelinekoh gestures to more to say about how she structures her digital archive and tries to make it #poco w/o anachronism #AHA2015  #s158
mdlapicone,Borderlands panel at #AHA2015
Parkesland,@nolauren paper on digitial scholarship. Echoes of Marshall McLuhan - how is the medium part of the message for digital scholars? #AHA2015
footnotesrising,.@nolauren on how does our dissemination of digital scholarship to different audiences affect argument? #AHA2015
BenjaminEPark,"Next up, Timothy Law on online book reviews. #AHA2015"
MickiKaufman,#s158 #aha2015 @nolauren re the dissemination of dig scholarship to different segs of the public and the risk of the form driving the study
monicalmercado,.@tamikaricheson liked that omeka/neatline let her create a digital narrative as she incorporated new methods into her work #aha2015 #s159
elizabetheyale,"Laura Helton on ""black archival publics""--Af-Am archives in early 20th century. Fascinating! #aha2015 #histarchives"
bec2933,Everyone at #s158 talk are great presenters. Wonder if that's partly because they've had to sell their DH work so many times. #AHA2015
mauracunningham,Now speaking: Timothy Michael Law of @MarginaliaROB http://bit.ly/1rTaDWi»_ (@LAReviewofBooks channel) #AHA2015
kos2,.@nolauren notes the rise of film clubs & workshops - a vehicle for integration #AHA2015
Jessifer,"#AHA2015 #s158 @adelinekoh gives ""traditional paper, because I forgot my laptop."" But Adeline is, in best ways, always far from traditional."
futbolprof,@janremm following #AHA2015 remotely but @jaheppler @jmcclurken @jenguiliano et al might post recaps of digital history sessions soon.
NEHgov,"Burns: NEH is helpless to change American culture, but it can shed light on it. #NEH50 #AHA2015"
stschrader1,"Postone: historical contingency is itself an historical object, not an ontological feature of social life. Bam! #AHA2015"
kos2,this is why film is such an important part of the historical narrative of self-representation in culture ... #AHA2015
ColdWarScience,"Presumably Timothy Law, from @MarginaliaROB, is more optimistic abt online review world. #s175 #AHA2015"
Brockmann_S,Snuck into different panel to catch some of Jeff Erbig's talk. Making sense of indigenous borderlands with help of time lapse maps #AHA2015
MarlaAtUmass,"About 20% of the ACLS fellows have come from history, 2nd only to English/lit.  #aha2015 #s154"
lucia_mcmahon,@TMichaelLaw Wants to encourage conversations about books and state of the field @MarginaliaROB #AHA2015
VLVarin,"Bramwell- #publichistory is like the rest of the world. You work, gain experience, meet people & new opportunities happen #s155 #aha2015"
kos2,creation of a shadow archive demands digital representation #AHA2015
mtechman,.@Jessifer enjoying tweets fr #AHA2015 :)
BenjaminEPark,Law: ended up using LA Review of Books as model and conduit for online reviews. #AHA2015
Pubhistorian,"RT @NEHgov: Burns: Doesn't see lack of awareness of humanities as NEH's fault, but failing of American culture. #NEH50 #AHA2015"
amwhisnant,Bernard: disciplinary bkgrnd not a major topic of convo in hiring process for the @ACLS1919 prog; focus on skills. #s154 #aha2015 #altac
jmcclurken,Very much enjoyed @adelinekoh's presentation at #AHA2015
Caro_Ellen,Would creating an Instagram account for pictures of academics sleeping through panels constitute inappropriate public shaming? #AHA2015
ColdWarScience,And in fact @MarginaliaROB Has a partnership with LARB. #s175 #AHA2015
NEHgov,"Sorin: If you want people to come to your museum, you have to find what's interesting to them. #NEH50 #AHA2015"
MickiKaufman,"#s158 #aha2015 @nolauren grounds us in hist of film workshops' self-ethographic __Òshadow archive__Ò - the FSA of the 70__Òs, demanding digital!"
davidsess,Potone: poststructuralist efforts to recover agency through contingency ironically unable to deal adequately with domination. #s153 #aha2015
MarlaAtUmass,"But also, they have found that disciplinary background doesn__Òt play as large a role as the skills brought, sought. #aha2015 #s154"
footnotesrising,"(tilton) @elizabetheyale: Laura Helton on ""black archival publics"" Af-Am archives in early 20th century. Fascinating! #aha2015 #histarchives"
clancynewyork,"1973 first woman in space Valentina Tereshkova was Soviet cosmonaut, almost ignored in the U.S. #aha2015 #s161"
monicalmercado,"Can't wait to read more of @tamikaricheson's on the sex & leisure economy of DC, finding black women in Civil War era #aha2015 #s159"
mauracunningham,"Law: main challenge for @MarginaliaROB has been getting people on tenure track to write for them; not a ""waste"" of time! #AHA2015"
BenjaminEPark,Law: tough time convincing TT-track scholars to spend time on online book review writing. Is it a waste of time? #AHA2015
JessLautin,#AHA2015 thanks #twitterstorians for letting me follow three panels at once!
rgfeal,A Q  I get asked --and will ask at #s154 -- is why write a diss in narrow ac discipl if we will market the skills not content? #AHA2015
NEHgov,Sorin: We need to go to a more bottom up process. The things we care about may not be what public cares about. Ask! #NEH50 #AHA2015
ACLS1919,"Rachel Bernard: in #publicfellows program, PhD discipline far less important than broad skill set humanities grads bring #AHA2015 #s154"
kos2,Preservation of film archive is imperative: Kodak has seen use of celluloid drop 96% !! #AHA2015
BenjaminEPark,"Law: we call our writers ""contributors"" instead of ""book reviewers"" because we want them to do more than regurgitation. #AHA2015"
ColdWarScience,"WTH? Law tells several stories of scholars disdaining online reviews (LARB, etc) as ""not appropriate"" for jr scholars. #s175 #AHA2015"
_mcartwright,oh yeah!
adelinekoh,@jmcclurken thank you! It's a pleasure to be at #aha2015
NEHgov,Greenberg: NEH chairman are politically appointed--and in charge of culture. Creates tension. #NEH50 #AHA2015
MickiKaufman,#s158 #aha2015 @nolauren now even the communities cannot access their own (celluloid) cultural archive. Worse? 96% degradation rate/8 years
VLVarin,"Bramwell- if you are thinking of an #altac career never think of it as a letdown, it's just a different path #postac #s155 #AHA2015"
amwhisnant,Bernard: majority of the @ACLS1919 fellows go on to careers in their NEW fields; > half offered/took jobs at host. #s154 #aha2015 #altac
rushaw,@jmcclurken Whenever I see the #AHA2015 hashtag I think of this... https://www.youtube.com/watch?v=djV11Xbc914»___™ @adelinekoh
kos2,".@nolauren shadow archive films never meant to sit still - meant to be shown around to many groups, audiences #AHA2015"
wcaleb,"@ProfessMoravec @historying That said, Blevins right that DH (all) historians need to think abt how methods advance historiography #aha2015"
clancynewyork,".@lmesseri starting with ""Alien Atmospheres and the Making of Earth__Òs Environmental Sciences"" #aha2015 #s161"
VLVarin,Question: would your institution hire an MA history degree applicant? #AHA2015 #s155
abbymullen,.@nolauren: digitization actually a method for preservation of the material pieces of celluloid films. #aha2015
jenneobrien,"#Aha2015 #s153 Moishe Postone: in Marx's analysis, centrality of labor to society life in fact not a trans-historical tradition"
adelinekoh,Why history? Because it's the field that creates stories of the past that affect and govern our present. Go #aha2015!
ColdWarScience,"Excited to hear about @MarginaliaROB 's emphasis on history, including academic books. #s175 #AHA2015"
NEHgov,Greenberg: Early NEH wasn't considered to be political agency but that changed over time. #NEH50 #AHA2015
elizabetheyale,"Helton: Schomburg Af-Am archive shows that __£to archive something is not to entomb it, but to activate it.__Ñ #AHA2015 #histarchives"
amwhisnant,I wish the @ACLS1919 program had been around when I was floundering in '01-'02. #s154 #aha2015 #altac
VLVarin,Answer: resounding yes by Wasniewski. Most history staff in his office are MA's #AHA2015 #s155
footnotesrising,.@nolauren brings in digitization of primary sources as one essential type of preservation. plus allows for new publics to emerge. #AHA2015
BenjaminEPark,Law: big development is radio book reviews. Sounds like a great idea! #AHA2015
amwhisnant,Bernard: @ACLS1919 program is $$ by Mellon Foundation. #s154 #aha2015 #altac
mauracunningham,Not just essays: @MarginaliaROB also has a radio channel http://bit.ly/1rTbXbW»_ #AHA2015
Vilallonga,"A mes, que en fem de les plataformes obsoletes? Potser premsa i paper son obsolets? Potser #AHA2015 itself too?"
dr_jdean,".@seth_denbo MT @historygeniuses: It's SOTU season, #AHA2015, and we're breaking down LBJ's ""Great Society"" speech http://genius.com/Lyndon-johnson-state-of-the-union-1965-annotated»___™"
monicalmercado,"Wendy Chmielewski from @swarthmore Peace Collection now presenting ""Her Hat Was In the Ring!"" http://www.herhatwasinthering.org/web/index.aspx»_ #wmnhist #aha2015 #s159"
VLVarin,Wasniewski- almost all of my colleagues stay with us. #s155 #aha2015
janegreenway,"@lheltonian, brilliantly: #archives are subjects, spaces for movement-building w/ history of @SchomburgCenter as example. #s162 #AHA2015"
llchristyll,#AHA2015 means having @stschrader1 @dillingham_a @adamsigoodman & @jf_string all in one place! #twitterstorians pic.twitter.com/PllVX1WpD2
ColdWarScience,Aha! @MarginaliaROB 's Timothy Law is @TMichaelLaw. #ff #s175 #AHA2015
thomasgpadilla,#AHA2015 : Data for Historical Research http://www.thomaspadilla.org/2015/01/04/aha2015data/»___™ #gsdh
NEHgov,Greenberg: Perception existed that certain projects wouldn't be funded. But that wasn't true. Peer review still operating. #NEH50 #AHA2015
davidsess,"Potone: Marx's analysis of value a more specific, rigorous version of what Foucault was trying to do with power #s153 #aha2015"
MickiKaufman,"#s158 #aha2015 @nolauren Louis Valet (filmmaker) got to see his own film, __£Life in New York__Ñ for the first time since it went in the can"
Jessifer,This project is not just about the past but also the present. @nolauren #AHA2015 #s158
NEHgov,Greenberg: NEH can't fund applications that it doesn't receive. #NEH50 #AHA2015
sgahistory,Shadow archives - more content comes to light with each viewing - digital history & film @nolauren #s158 #AHA2015
amwhisnant,YES. MT @rgfeal: A Q  I get asked --and will ask at #s154 --why write diss in narrow ac discipl if we will mkt skills not content? #AHA2015
VLVarin,"Gianotta- most of our staff is also MA's, and they tend to be more flexible. #s155 #AHA2015"
jmulich,"Lisa Ford: ""You need borderlands history in order to make settler colonialism make sense"" #AHA2015 #s169"
ChasingClaudiaK,"How to run Jesuit college in Parma: ban weapons & heretics, advertise good food, keep students from bursting into song in class. #AHA2015"
BenjaminEPark,Law: 85% of our readers come directly to a particular piece from a specific link on social media. #AHA2015
ColdWarScience,85% of @MarginaliaROB 's readers are coming to specific piece from social media; makes it hard to develop mag identity. #s175 #AHA2015
lucia_mcmahon,@MarginaliaROB 85% of readers are coming from social media links for a single piece #AHA2015
monicalmercado,Chmielewski's project is reinterpreting history of gender and citizenship late 19th-early 20th c. #aha2015 #s159 http://www.herhatwasinthering.org/web/index.aspx»_
MoniqueLaney,Lisa Messeli on scientist James Hansen; how he began looking at the alien (planet Venus) in order to understand our planet #AHA2015
HistoricallyUs,Women were participating in and successfully running for political offices as early as the 1850s! #AHA2015 #159
MarlaAtUmass,"Now, @rbthisted sharing some stats.  2007 was best year for jobs, followed by crash. #aha2015 #s154"
ncwhs,"RT @monicalmercado: W Chmielewski, @Swarthmore PeaceCollection, presenting ""Her Hat Was In the Ring!"" http://www.herhatwasinthering.org/web/index.aspx»_ #aha2015 #s159"
NEHgov,Greenberg: Museums and filmmakers do a better job of engaging the public. Scholars sometimes have contempt for public. #NEH50 #AHA2015
amwhisnant,".@rbthisted presenting data on job openings tracked by @AHAhistorians . 2007 good, but then big drop. #s154 #aha2015 #altac"
mauracunningham,"! 85% of @MarginaliaROB readers come to reviews through specific links, not from wandering around the site. #AHA2015"
BenjaminEPark,"Final speaker on the book review panel: Michael Kazin, representing public intellectuals. #AHA2015"
seth_denbo,Thanks! MT @_mcartwright on #ScholarSunday i salute @monicalmercado @seth_denbo @cliotropic @ProfessMoravec for great #AHA2015 coverage!
clancynewyork,.@lmesseri: The alien atmospheres that are on Venus or Mars e.g. are the way we now understand the atmosphere of the Earth #aha2015 #s16
VLVarin,Kratz- I am a MA and our office (@USNatArchives) will only hire history peeps w: #publichistory or federal service background #AHA2015 #s155
jenneobrien,#AHA2015 #s153 Postone: abstract and historical time interrelated dialectically as structures of domination
NEHgov,Greenberg: Talks about serving on board of state humanities council. What kinds of programs need to be offered? #NEH50 #AHA2015
mauracunningham,"This means the @MarginaliaROB team must use social media wisely, think carefully about which pull quotes to use to get clicks. #AHA2015"
krosefalvo,Thanks Tamika Richeson for an awesome presentation on black women's lives in Washington D.C! #s159 #AHA2015
OUPAmHistory,"#aha2015 spotted in the wild: @rutgersu's Temma Kaplan with her new book, Democracy in World History! pic.twitter.com/3w6sRAnhdC"
BenjaminEPark,"Kazin: rather than discussing quantity like the other panelists, will talk about quality of book reviews. #AHA2015"
monicalmercado,"By gathering, visualizing data, Chmielewski reminds us that women ran for office at local, state, & national levels. #aha2015 #s159"
MickiKaufman,"#s158 #aha2015 @nolauren s/o @benmschmidt and surfaces her DH/network's hist args and socio model, showing the core participants."
mauracunningham,Final panelist: @mkazin from @DissentMag #AHA2015
HistoricallyUs,"Olive Rose, 1853 Maine, the first woman elected to a political office in the US (perhaps anywhere!) #AHA2015 #159"
NEHgov,Greenberg: Notes that state humanities council aren't in the original legislation. Addition a good thing. #NEH50 #AHA2015
AHAhistorians,Hear about #history research w/ great visuals & stimulating conversation; come to #aha2015 Poster Session #1 11:30-2 http://bit.ly/1rbCWPz»_
MarlaAtUmass,"Looking around this room, I don__Òt think there are a lot of grad program directors here. Always surprising to me. #aha2015 #s154"
amandafrench,@tcarmody They__Òre odd birds. #aha2015
JessLautin,.@thomasgpadilla thx for this. #twitterstorians #AHA2015 is there one place we can gather links data vis and digital projects?
amwhisnant,".@rbthisted says too that dropping history major enrollments is also a factor, as is lower avg age of present faculty. #s154 #aha2015 #altac"
monicalmercado,"RT @HistoricallyUs: Olive Rose, 1853 Maine, the first woman elected to a political office in the US (perhaps anywhere!) #AHA2015 #s159"
lori_flori,Minian: Maricopa Co Organizing Project in AZ citrus fields illuminates how undoc workers pondered labor rts in both US and Mexico #AHA2015
MickiKaufman,#s158 #aha2015 @nolauren DH providing layers of argumentation that can be put in conversation.
BenjaminEPark,"Kazin: for book reviews to thrive, we need more critical reviews. Currently, they are too boring and praiseworthy. #AHA2015"
ColdWarScience,"Karin talks about how ""boring"" so many academic books are; mostly mutual admiration society. #s175 #AHA2015"
krosefalvo,Wendy Chmielewski on women running for political office before 1920 -  history of women's relationship with the state. #aha2015 #s159
NEHgov,"Greenberg: Public support for the humanities has gone down, conversation about how to engage public more urgent. #NEH50 #AHA2015"
VLVarin,Question: where are federal positions posted? #s155 #AHA2015
KathrynTomasek,.@nolauren gets even more animated as she speaks about how network analysis leads to discoveries in her project. Awesome! #AHA2015 #s158
ColdWarScience,"Sorry, I meant to say academic book reviews are boring, not academic books. #s175 #AHA2015"
elizabetheyale,"Jason Lustig: ""All great peoples have an archive."" What did this mean for Jews in 20th century Germany and Israel? #histarchives #aha2015"
BenjaminEPark,"Kazin: because the reviews read like from friends and people avoiding blowback, they are forgettable. #AHA2015"
JohnRosinbum,"@nolauren, Digitizations of past films is a political and historical necessity #s158 #AHA2015"
HistoricallyUs,By the 1880s women campaigning for positions such as mayor and district attorney. #AHA2015 #159
krosefalvo,And thanks @monicalmercado for both chairing AND live tweeting S#159 at #AHA2015 !
ICSI_NewSchool,See ICSI Director and @TheNewSchool prof Ann Stoler on #Foucault at #AHA2015 in The Hilton-Sutton North at 11:30 #Anthropology #history
NEHgov,Greenberg: Asks the panel to return to the question of the relationship between NEH and NEA. #NEH50 #AHA2015
footnotesrising,.@nolauren creating layers of interpretation that play off of and interact w/ each other. #AHA2015
MickiKaufman,"#s158 #aha2015 @nolauren places it back in the community, the family of those in the film__™ but it was returning to a non-circ collection :("
VLVarin,Answer: some jobs posted w/ @historyjobs and most posted on USAJobs #AHA2015 #s155
lori_flori,MCOP framed itself as a civil rts org for field workers instead of union to operate within bounds of laws excluding undoc migrants #AHA2015
BenjaminEPark,Kazin: our urge to be kind can restrain our having an opinion. A negative review can start an important discussion. #AHA2015
lucia_mcmahon,Kazin:  Most academic book reviews are formulaic and boring; argues for more critical reviews that debate book's larger meanings  #AHA2015
stschrader1,Postone: Marx's materialism is not of matter but of abstract forms of social domination that become reified. #AHA2015
NEHgov,"Burns: Hasn't received a grant from NEA. Humanities sits a bit outside of culture war, while art is usually center stage. #NEH50 #AHA2015"
krosefalvo,"looking at women who ran for political office - but those offices still have a gender component (school board, etc) #AHA2015 #s159"
amwhisnant,".@rbthisted says one part of prob w long time to degree in hum is more time spent in coursework, lang req'ments. #s154 #aha2015 #altac"
BasicBooks,Checking out the @AHAhistorians conference exhibit hall at #AHA2015? Don't forget to visit Basic at booth #309!
jmcclurken,"Ed Ayers word MT @Parkesland: #AHA2015 ""Anticipointment"" - neologism describing things we imagine will be great in the future but aren't."
Parkesland,"#AHA2015 Ed Ayres coins ""Anticipointment"": neologism describing things we imagine will be great in the future but aren't. *VERY* useful word"
monicalmercado,We need to get this great work out there! MT @krosefalvo: And thanks @monicalmercado for both chairing AND live tweeting #s159 at #AHA2015!
rgfeal,"Humanities PhDs spend arnd 4 yrs in course wk, much higher than other disciplines. @rbthisted #AHA2015 #s154"
VLVarin,"Bramwell: for USAJobs, don't just search jobs by ""history"" bc you will miss most jobs. Try many iterations & search terms #s155 #AHA2015"
lori_flori,Transborder organizing: MCOP went door to door visiting Mexicans at their homes to recruit them even before they migrated to US. #AHA2015
DUKEpress,"Congrats to Afsaneh Najmabadi, whose ""Professing Selves"" has won the @CLGBTH John Boswell Prize! http://ow.ly/G2MPk»_ #AHA2015"
jmercan,Combine @NEHgov and history book panel: there is little public interest in hardcore history. Our fault or public? #AHA2015
MickiKaufman,"#s158 #aha2015 Ed Ayers: enhancing curiosity, and creativity, while sustaining and enhancing the scholarly rubric, no watering down..."
BloomsburyHist,Stop by our booth at #AHA2015 and sign up for our email list to be entered to win $150 of free Bloomsbury books.
NEHgov,"Sorin: NEH funds art exhibitions--they are interdisciplinary. They bring history, lit, other fields into relation with art. #NEH50 #AHA2015"
amwhisnant,".@rbthisted data shows only ca 1/2 of hist PhDs going into 4-yr TT, but self-concept of PhD hasn't changed much. #s154 #aha2015 #altac"
sgahistory,"Digital Campus podcast - digital scholarship, DH, digital history - #108 on interviews http://digitalcampus.tv»_ @profjuliette @chnm #AHA2015"
ProfessMoravec,Inspired by digital tweets? Come talk to 1 of us Sheraton liberty  suite 3 230 to 430 I hope 2 c newbies or small school scholars #AHA2015
KathrynTomasek,".@nolauren describes effect of special effort to digitize film, its reception #aha2015 #s158 1/2"
NEHgov,"Grossman: Fascinated that when you start talking about humanities and arts, the conversation ends up being about art. #NEH50 #AHA2015"
KathrynTomasek,.@nolauren and sadness knowing it was going back into non circulating collection #AHA2015 #s158
ColdWarScience,Ha. Kazin distinguishes between bad reviews and smart bad reviews. #s175 #AHA2015
krosefalvo,See Wendy Chmielewski's digital project @ http://www.herhatwasinthering.org/web/index.aspx»_ 
BenjaminEPark,Kazin: I learned more from the critical reviews of my books than the praiseworthy reviews that said things I already know. #AHA2015
NEHgov,"Grossman: People aren't always confident about what the humanities are, but they are certain they know what art is. #NEH50 #AHA2015"
kos2,".@adelinekoh if scholars open their methods to the public, what's the affect on the discipline? (based on citizen journalists) #AHA2015"
elizabetheyale,"Lustig: In early 20th c., stateless peoples build archives to build legitimacy. #histarchives #AHA2015"
VLVarin,"Bramwell: huge wave of fed employees set to retire, and Feds tend to value history PhDs in GS levels #s155 #AHA2015"
amwhisnant,".@rbthisted says many of the #postac PhDs (not clear if he also means #altac) are happier, better paid. #s154 #aha2015"
footnotesrising,"@krosefalvo really sorry to miss your paper--too many sessions of interest is a good thing, though.  @monicalmercado #AHA2015"
Jessifer,What would happen to the discipline of history if we opened it fully (methods and ideas) to citizen historians? @adelinekoh #AHA2015 #s158
MickiKaufman,"#s158 #aha2015 @YAppelbaum digital spaces needn__Òt replace ways and spaces of trad work, new possibilities sure, but not denigrating trad__Òl."
monicalmercado,"Her Hat Was In the Ring! database contains biogr. records for 3,056 women who ran in 4,215 campaigns: http://www.herhatwasinthering.org/web/index.aspx»_ #aha2015 #s159"
amandafrench,"@sgahistory @profjuliette @chnm Thanks, and you__Òre welcome. :) #aha2015"
_normaj,Chmielewski #dh project on women in politics before 1920 is: http://www.herhatwasinthering.org/web/index.aspx»_ #s159 #wmnhist #aha2015
ncwhs,MT @_normaj: Possibilities of #GIS for #wmnhist #s159 allow us to make connections as we look at experience #aha2015 pic.twitter.com/Xd5JmVxVK4
NEHgov,"Burns: NEH supports scholarship AND public television, which uses the work of scholars. #NEH50 #AHA2015"
TransactionPub,"Will you be at the American Historical Assn (AHA) annual meeting (New York, NY, Jan. 3-5)? Visit us at booth #411! #AHA2015"
amwhisnant,Q&A starting now for #s154 #aha2015 #altac
BenjaminEPark,"Kazin: in book reviewing, kindness is an overstated virtue. To remain relevant, must have an edge. #AHA2015"
TamikaRicheson,Wendy Chmielewski sharing her important digital work on the history of women political candidates between 1850-1920 #AHA2015 #s159
ColdWarScience,(Obligatory handwringing over demise of TNR) #s175 #AHA2015
MoniqueLaney,Messeli connects Hansen's work to more recent discussions about the Anthropocene #AHA2015
krosefalvo,Wendy Chmielewski's site is a great way of creating the alternative archives Tamika Richeson was talking about! #AHA2015 #s159
mauracunningham,"Kazin: ""In book reviewing, kindness is an overstated virtue."" The idea is to get a discussion going, not flatter or summarize. #AHA2015"
jenneobrien,#AHA2015 #s153 Postone: capitalism can't be fully identified with any of it's historical configurations
monicalmercado,Looking at Her Hat Was in The Ring! I'm also thinking of search functions as a potential feminist Qs http://www.herhatwasinthering.org/web/index.aspx»_ #aha2015 #s159
kos2,comparing historians to journalists - both are accountable to their sources #AHA2015
PennPress,We're having a great time at the #AHA2015 pic.twitter.com/cfgwbmxi6t
NEHgov,(There is an ongoing joke about snakes and digestibility that I wish I could capture.) #NEH50 #AHA2015
BenjaminEPark,.@DavidAvromBell this panel shows a common trend in book reviewing: the breaking down of the ivory tower. #AHA2015
TamikaRicheson,Building digital databases of political campaign data at Feminism and DH panel #AHA2015 #s159
VLVarin,Carl Ashley- SHAFR a great resource for students interested in history jobs w/ Feds #s155 #AHA2015
HistoricallyUs,"63 different offices/positions that women campaigned for or held listed at ""Her Hat Was In the Ring!"" http://www.herhatwasinthering.org/web/index.aspx»_ #aha2015 #s159"
DUKEpress,Flash sale at the Duke booth on all Antoinette Burton books in stock. 50% off until noon! Don't miss out! #AHA2015 pic.twitter.com/FJtJ8p8nFB
krosefalvo,Now I want to map the locations of the women Wendy Chmielewski is talking about - I can see it color coded and everything... #AHA2015 #s159
MickiKaufman,"#s158 #aha2015 @YAppelbaum hists can't isolate fm public, Ed Ayers counterpoint: risk of devaluation of rigor in exchange for accessibility?"
Jessifer,Can we work harder to open conversations between specialists and non-specialists? Can we imagine students as experts? #AHA2015 #s158
EdwiredMills,"Reflecting on how different #AHA2015 is from prior meetings. So much more #dh, #altac, and #sotl. All we need now is more for CC faculty."
amandafrench,MT @monicalmercado: Her Hat Was In the Ring! 3000+ women who ran for election before 1920: http://j.mp/1AsJc7I»_ #aha2015 #s159
clancynewyork,Trans disciplinary info: Most recent American Anthropology Assn conference had 10 panels on the anthropocene #aha2015 #s16
BenjaminEPark,.@DavidAvromBell to what degree is democratizing the book review a good thing? Are there downfalls? Do good arguments get lost? #AHA2015
vac11,Outstanding session158 on historians and their publics. #aha2015
MarlaAtUmass,This session is making me proud of the work being done at the @umassamherst grad school Office of Professional Development + #aha2015 #s154
kos2,"when those outside academia become empowered with digital history techniques and ideas, how does/will that affect history? #AHA2015"
TamikaRicheson,I can't vote but you can vote for me women's political campaign data 1850-1920 DH and Feminism #AHA2015 #s159
Jessifer,Many people not disciplined by institutions have still 'done their reading?' @adelinekoh #AHA2015 #s158
jmcclurken,.@adelinekoh pushes the panel & audience to explore potential impact of blurring of public/scholarly worlds.  #s158 #aha2015
amwhisnant,@JessLautin AGREE! Let's ask! #s154 #aha2015 #altac
sgahistory,"Wikipedia, for example? #s158 #AHA2015"
bec2933,? involving public in historian's work--does this devalue a historian's job. I'd say problem is society's devaluation of expertise. #aha2015
vanessahistory,Live - tweeting some of #AHA2015 panel 153 Andrew Sartori
erin_bartram,"@cdc29's ""Faith in the City"" project will be ""a spatially-enabled finding aid"" for Chicago's religious history. #AHA2015"
ellendwu,".@ColdWarScience Ahh ok, thx! Really appreciation your tweets about book review process #aha2015"
jaheppler,".@YAppelbaum There__Òs some danger of blurring the lines, but that__Òs up to us. We have to insist on academically rigorous work. #s158 #aha2015"
EdwiredMills,@JimGrossmanAHA and the program committee deserve a lot of credit for opening up the conference program. #AHA2015
MarlaAtUmass,"Have brought @amwhisnant, @brendabethman and others to help students rethink training, careers. http://ow.ly/GLpEi»_ #aha2015 #s154"
NEHgov,Burns: Scholarship builds resources that allows films and exhibitions to be made. #NEH50 #AHA2015
lucia_mcmahon,"Bell:  Can democratization of publicity/reviewing lead to ideal public sphere, or are good arguments getting lost in process? #AHA2015"
amandafrench,@monicalmercado Totally. #aha2015 #s159
VLVarin,Really great turnout for #s155 and great Q/A with the audience #postac #aha2015 pic.twitter.com/tuuTQbtWdH
